,Team,Match Up,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
1348,MEM,MEM vs. DEN,11/17/2019,,L,24,49,17,44,38.6,5,13,38.5,10,12,83.3,5,17,22,9,9,3,2,9,-23
1349,LAL,LAL vs. ATL,11/17/2019,,W,24,69,28,49,57.1,7,15,46.7,6,7,85.7,6,21,27,15,7,6,10,9,28
1350,BOS,BOS @ SAC,11/17/2019,,L,24,46,16,39,41.0,5,17,29.4,9,11,81.8,7,18,25,13,12,4,2,7,-4
1351,ATL,ATL @ LAL,11/17/2019,,L,24,41,15,43,34.9,3,14,21.4,8,10,80.0,3,14,17,7,12,5,1,9,-28
1352,DEN,DEN @ MEM,11/17/2019,,W,24,72,28,50,56.0,8,14,57.1,8,12,66.7,4,21,25,19,5,8,7,11,23
1353,WAS,WAS @ ORL,11/17/2019,,L,24,52,20,48,41.7,5,18,27.8,7,9,77.8,4,17,21,12,6,4,2,8,-9
1354,GSW,GSW @ NOP,11/17/2019,,L,24,49,17,43,39.5,4,13,30.8,11,15,73.3,5,18,23,10,7,4,3,8,-6
1355,ORL,ORL vs. WAS,11/17/2019,,W,24,61,22,46,47.8,8,21,38.1,9,10,90.0,4,23,27,14,7,3,3,8,9
1356,CLE,CLE vs. PHI,11/17/2019,,L,24,44,16,41,39.0,3,11,27.3,9,10,90.0,5,13,18,5,9,4,3,11,-24
1357,SAC,SAC vs. BOS,11/17/2019,,W,24,50,19,45,42.2,6,14,42.9,6,6,100.0,4,17,21,13,5,5,4,11,4
1358,PHI,PHI @ CLE,11/17/2019,,W,24,68,28,41,68.3,6,11,54.5,6,8,75.0,1,19,20,20,5,4,4,8,24
1359,NOP,NOP vs. GSW,11/17/2019,,W,24,55,20,51,39.2,12,29,41.4,3,4,75.0,8,19,27,14,7,2,2,12,6
1360,NOP,NOP @ MIA,11/16/2019,,L,24,49,21,45,46.7,6,18,33.3,1,2,50.0,5,16,21,12,8,5,0,8,-5
1361,TOR,TOR @ DAL,11/16/2019,,L,24,60,20,43,46.5,11,22,50.0,9,12,75.0,5,17,22,11,9,3,2,11,7
1362,MIA,MIA vs. NOP,11/16/2019,,W,24,54,21,45,46.7,3,13,23.1,9,9,100.0,6,18,24,13,7,4,2,1,5
1363,IND,IND vs. MIL,11/16/2019,,L,24,36,14,46,30.4,5,15,33.3,3,4,75.0,5,22,27,9,12,4,6,7,-13
1364,POR,POR @ SAS,11/16/2019,,W,24,66,25,42,59.5,11,24,45.8,5,6,83.3,2,18,20,16,6,0,2,10,8
1365,MIN,MIN vs. HOU,11/16/2019,,L,24,62,23,47,48.9,6,19,31.6,10,13,76.9,9,16,25,15,8,4,3,10,-2
1366,LAC,LAC vs. ATL,11/16/2019,,W,24,74,26,51,51.0,6,15,40.0,16,16,100.0,7,21,28,14,10,5,5,14,12
1367,MIL,MIL @ IND,11/16/2019,,W,24,49,22,51,43.1,4,19,21.1,1,3,33.3,3,23,26,10,7,5,5,6,13
1368,NYK,NYK vs. CHA,11/16/2019,,L,24,55,21,47,44.7,3,11,27.3,10,14,71.4,8,21,29,10,5,2,1,11,8
1369,ATL,ATL @ LAC,11/16/2019,,L,24,62,22,49,44.9,4,15,26.7,14,18,77.8,6,16,22,16,9,7,5,10,-12
1370,CHI,CHI vs. BKN,11/16/2019,,L,24,56,15,45,33.3,4,18,22.2,22,24,91.7,11,23,34,7,12,5,1,10,6
1371,SAS,SAS vs. POR,11/16/2019,,L,24,58,20,43,46.5,3,10,30.0,15,18,83.3,4,14,18,14,4,3,1,4,-8
1372,HOU,HOU @ MIN,11/16/2019,,W,24,64,22,49,44.9,10,23,43.5,10,12,83.3,10,11,21,9,8,4,0,9,2
1373,BKN,BKN @ CHI,11/16/2019,,W,24,50,19,48,39.6,5,24,20.8,7,7,100.0,1,16,17,15,8,7,3,17,-6
1374,DAL,DAL vs. TOR,11/16/2019,,W,24,53,19,48,39.6,5,23,21.7,10,15,66.7,7,17,24,11,7,4,0,8,-7
1375,CHA,CHA @ NYK,11/16/2019,,W,24,47,16,46,34.8,8,25,32.0,7,10,70.0,6,17,23,10,5,1,3,11,-8
1376,DET,DET @ CHA,11/15/2019,,L,24,65,24,44,54.5,9,18,50.0,8,8,100.0,4,22,26,15,9,2,2,11,14
1377,UTA,UTA @ MEM,11/15/2019,,L,24,48,21,48,43.8,5,18,27.8,1,2,50.0,4,20,24,11,9,2,3,6,-5
1378,LAL,LAL vs. SAC,11/15/2019,,W,24,49,15,39,38.5,7,22,31.8,12,14,85.7,6,16,22,11,7,4,2,7,-1
1379,CHA,CHA vs. DET,11/15/2019,,W,24,51,20,47,42.6,3,14,21.4,8,13,61.5,3,14,17,10,5,5,0,8,-14
1380,SAC,SAC @ LAL,11/15/2019,,L,24,50,19,43,44.2,10,20,50.0,2,2,100.0,6,18,24,14,7,4,0,11,1
1381,WAS,WAS @ MIN,11/15/2019,,W,24,76,29,52,55.8,4,14,28.6,14,16,87.5,7,13,20,18,8,6,0,10,3
1382,ORL,ORL vs. SAS,11/15/2019,,W,24,47,16,44,36.4,4,13,30.8,11,12,91.7,7,16,23,14,7,2,2,6,-9
1383,MIN,MIN vs. WAS,11/15/2019,,L,24,73,29,48,60.4,6,15,40.0,9,12,75.0,6,16,22,19,12,4,2,14,-3
1384,GSW,GSW vs. BOS,11/15/2019,,L,24,51,21,44,47.7,4,16,25.0,5,7,71.4,2,22,24,14,7,3,1,9,-1
1385,IND,IND @ HOU,11/15/2019,,L,24,49,18,45,40.0,5,19,26.3,8,11,72.7,5,21,26,12,8,1,2,11,-5
1386,OKC,OKC vs. PHI,11/15/2019,,W,24,54,18,35,51.4,5,12,41.7,13,18,72.2,4,14,18,12,8,6,1,9,5
1387,HOU,HOU vs. IND,11/15/2019,,W,24,54,18,45,40.0,7,22,31.8,11,12,91.7,4,21,25,8,5,6,3,11,5
1388,MEM,MEM vs. UTA,11/15/2019,,W,24,53,22,52,42.3,7,21,33.3,2,2,100.0,6,20,26,11,6,4,3,6,5
1389,BOS,BOS @ GSW,11/15/2019,,W,24,52,17,45,37.8,5,17,29.4,13,14,92.9,4,22,26,11,5,6,4,7,1
1390,PHI,PHI @ OKC,11/15/2019,,L,24,49,20,41,48.8,7,16,43.8,2,6,33.3,7,16,23,10,9,4,0,14,-5
1391,SAS,SAS @ ORL,11/15/2019,,L,24,56,24,45,53.3,6,14,42.9,2,4,50.0,4,18,22,11,6,6,5,11,9
1392,PHX,PHX vs. ATL,11/14/2019,,W,24,67,23,45,51.1,10,22,45.5,11,13,84.6,1,16,17,18,9,2,1,13,6
1393,NOP,NOP vs. LAC,11/14/2019,,W,24,72,27,51,52.9,11,21,52.4,7,11,63.6,8,19,27,13,6,4,3,12,13
1394,MIL,MIL vs. CHI,11/14/2019,,W,24,65,25,50,50.0,4,18,22.2,11,16,68.8,8,19,27,15,9,4,4,8,-1
1395,ATL,ATL @ PHX,11/14/2019,,L,24,61,21,45,46.7,4,14,28.6,15,19,78.9,9,19,28,13,13,8,3,14,-6
1396,CLE,CLE vs. MIA,11/14/2019,,L,24,44,15,46,32.6,1,14,7.1,13,15,86.7,8,13,21,7,9,6,0,9,-24
1397,MIA,MIA @ CLE,11/14/2019,,W,24,68,26,41,63.4,9,17,52.9,7,7,100.0,2,22,24,22,8,3,4,14,24
1398,BKN,BKN @ DEN,11/14/2019,,L,24,61,25,47,53.2,8,21,38.1,3,6,50.0,2,28,30,16,3,0,1,5,12
1399,NYK,NYK vs. DAL,11/14/2019,,W,24,58,23,50,46.0,6,13,46.2,6,7,85.7,9,22,31,12,7,4,1,17,5
1400,LAC,LAC @ NOP,11/14/2019,,L,24,59,21,43,48.8,6,14,42.9,11,15,73.3,3,16,19,14,7,3,2,11,-13
1401,CHI,CHI @ MIL,11/14/2019,,L,24,66,24,51,47.1,11,24,45.8,7,8,87.5,5,19,24,15,8,6,1,12,1
1402,DEN,DEN vs. BKN,11/14/2019,,W,24,49,20,52,38.5,6,18,33.3,3,5,60.0,4,20,24,15,0,3,1,5,-12
1403,DAL,DAL @ NYK,11/14/2019,,L,24,53,16,42,38.1,2,18,11.1,19,25,76.0,7,17,24,10,5,4,3,9,-5
1404,BOS,BOS vs. WAS,11/13/2019,,W,24,68,23,46,50.0,7,16,43.8,15,16,93.8,6,21,27,14,8,2,2,10,2
1405,HOU,HOU vs. LAC,11/13/2019,,W,24,49,19,42,45.2,8,21,38.1,3,6,50.0,3,28,31,8,8,2,5,10,12
1406,WAS,WAS @ BOS,11/13/2019,,L,24,66,26,53,49.1,7,17,41.2,7,8,87.5,5,14,19,13,3,5,1,12,-2
1407,PHI,PHI @ ORL,11/13/2019,,L,24,53,24,47,51.1,4,14,28.6,1,1,100.0,1,18,19,17,6,3,4,12,0
1408,CHA,CHA vs. MEM,11/13/2019,,L,24,64,21,39,53.8,8,18,44.4,14,18,77.8,4,12,16,12,9,7,3,5,1
1409,LAL,LAL vs. GSW,11/13/2019,,W,24,67,29,46,63.0,6,12,50.0,3,5,60.0,7,17,24,19,11,3,2,9,12
1410,GSW,GSW @ LAL,11/13/2019,,L,24,55,21,43,48.8,4,13,30.8,9,12,75.0,2,9,11,17,7,6,2,4,-12
1411,LAC,LAC @ HOU,11/13/2019,,L,24,37,16,52,30.8,2,16,12.5,3,6,50.0,5,18,23,7,5,3,1,9,-12
1412,SAS,SAS @ MIN,11/13/2019,,L,24,59,23,49,46.9,2,9,22.2,11,12,91.7,6,19,25,11,5,1,2,10,-7
1413,TOR,TOR @ POR,11/13/2019,,W,24,54,19,49,38.8,7,17,41.2,9,9,100.0,7,20,27,8,4,1,3,6,1
1414,MEM,MEM @ CHA,11/13/2019,,W,24,63,26,48,54.2,10,22,45.5,1,2,50.0,7,14,21,16,13,5,0,12,-1
1415,ORL,ORL vs. PHI,11/13/2019,,W,24,53,17,40,42.5,6,14,42.9,13,17,76.5,4,20,24,12,9,3,1,8,0
1416,MIN,MIN vs. SAS,11/13/2019,,W,24,66,22,46,47.8,9,20,45.0,13,16,81.3,6,19,25,13,4,4,3,9,7
1417,POR,POR vs. TOR,11/13/2019,,L,24,53,21,53,39.6,6,23,26.1,5,6,83.3,8,19,27,13,4,1,4,8,-1
1418,ATL,ATL @ DEN,11/12/2019,,W,24,63,23,43,53.5,9,19,47.4,8,11,72.7,5,20,25,17,7,1,4,9,9
1419,CHI,CHI vs. NYK,11/12/2019,,W,24,60,19,37,51.4,7,14,50.0,15,20,75.0,2,16,18,9,12,6,2,10,6
1420,IND,IND vs. OKC,11/12/2019,,W,24,52,20,51,39.2,2,10,20.0,10,10,100.0,8,23,31,7,9,3,2,12,10
1421,MIA,MIA vs. DET,11/12/2019,,W,24,59,23,38,60.5,8,15,53.3,5,6,83.3,3,22,25,19,11,4,1,11,22
1422,PHX,PHX vs. LAL,11/12/2019,,L,24,58,22,46,47.8,8,16,50.0,6,9,66.7,2,18,20,15,5,0,2,9,-2
1423,LAL,LAL @ PHX,11/12/2019,,W,24,60,26,46,56.5,5,10,50.0,3,5,60.0,2,18,20,21,6,3,2,11,2
1424,DET,DET @ MIA,11/12/2019,,L,24,37,13,43,30.2,6,22,27.3,5,9,55.6,6,10,16,10,8,6,4,9,-22
1425,PHI,PHI vs. CLE,11/12/2019,,W,24,54,22,47,46.8,3,20,15.0,7,10,70.0,6,16,22,14,4,5,3,8,6
1426,POR,POR @ SAC,11/12/2019,,L,24,49,18,39,46.2,4,15,26.7,9,11,81.8,3,23,26,6,11,2,5,7,3
1427,DEN,DEN vs. ATL,11/12/2019,,L,24,54,22,52,42.3,4,18,22.2,6,7,85.7,6,11,17,14,1,5,2,9,-9
1428,CLE,CLE @ PHI,11/12/2019,,L,24,48,18,40,45.0,3,9,33.3,9,9,100.0,3,19,22,6,8,3,0,9,-6
1429,SAC,SAC vs. POR,11/12/2019,,W,24,46,18,49,36.7,4,19,21.1,6,9,66.7,6,15,21,9,6,6,3,11,-3
1430,UTA,UTA vs. BKN,11/12/2019,,W,24,53,19,47,40.4,1,13,7.7,14,18,77.8,6,13,19,6,6,3,0,11,-15
1431,NYK,NYK @ CHI,11/12/2019,,L,24,54,21,49,42.9,5,12,41.7,7,8,87.5,8,13,21,15,12,7,0,16,-6
1432,BKN,BKN @ UTA,11/12/2019,,L,24,68,23,41,56.1,5,16,31.3,17,18,94.4,4,17,21,10,7,2,5,16,15
1433,OKC,OKC @ IND,11/12/2019,,L,24,42,14,43,32.6,1,10,10.0,13,14,92.9,5,18,23,8,7,6,3,6,-10
1434,BOS,BOS vs. DAL,11/11/2019,,W,24,54,21,43,48.8,4,15,26.7,8,11,72.7,7,19,26,13,8,3,2,12,0
1435,MEM,MEM @ SAS,11/11/2019,,W,24,57,23,45,51.1,5,11,45.5,6,10,60.0,3,21,24,16,6,4,2,12,3
1436,LAC,LAC vs. TOR,11/11/2019,,W,24,51,18,42,42.9,4,18,22.2,11,16,68.8,4,21,25,13,10,5,2,8,5
1437,DET,DET vs. MIN,11/11/2019,,L,24,51,17,38,44.7,6,13,46.2,11,14,78.6,3,10,13,8,9,3,2,14,-15
1438,GSW,GSW vs. UTA,11/11/2019,,L,24,54,24,46,52.2,4,16,25.0,2,4,50.0,2,19,21,14,7,3,0,12,-15
1439,DAL,DAL @ BOS,11/11/2019,,L,24,54,18,46,39.1,5,21,23.8,13,14,92.9,7,16,23,14,5,2,3,11,0
1440,HOU,HOU @ NOP,11/11/2019,,W,24,58,21,43,48.8,4,19,21.1,12,15,80.0,6,17,23,7,10,8,2,10,6
1441,MIN,MIN @ DET,11/11/2019,,W,24,66,23,43,53.5,9,16,56.3,11,13,84.6,5,17,22,14,9,4,3,14,15
1442,TOR,TOR @ LAC,11/11/2019,,L,24,46,19,42,45.2,6,15,40.0,2,4,50.0,2,18,20,16,7,5,5,14,-5
1443,NOP,NOP vs. HOU,11/11/2019,,L,24,52,19,42,45.2,8,19,42.1,6,12,50.0,7,15,22,13,12,2,2,10,-6
1444,UTA,UTA @ GSW,11/11/2019,,W,24,69,22,42,52.4,9,17,52.9,16,17,94.1,2,17,19,14,4,2,1,5,15
1445,SAS,SAS vs. MEM,11/11/2019,,L,24,54,22,48,45.8,3,9,33.3,7,9,77.8,4,21,25,13,8,1,3,7,-3
1446,LAL,LAL vs. TOR,11/10/2019,,L,24,60,25,44,56.8,5,12,41.7,5,9,55.6,5,21,26,18,8,2,3,9,8
1447,MIN,MIN vs. DEN,11/10/2019,,L,24,51,19,50,38.0,4,23,17.4,9,13,69.2,9,20,29,12,6,4,6,8,2
1448,ORL,ORL vs. IND,11/10/2019,,L,24,60,26,47,55.3,8,13,61.5,0,0,0.0,5,17,22,17,6,4,6,4,9
1449,IND,IND @ ORL,11/10/2019,,W,24,51,23,47,48.9,4,10,40.0,1,1,100.0,4,11,15,15,5,4,1,6,-9
1450,NYK,NYK vs. CLE,11/10/2019,,L,24,36,16,43,37.2,2,15,13.3,2,8,25.0,5,20,25,10,12,7,5,12,-18
1451,MIL,MIL @ OKC,11/10/2019,,W,24,50,21,40,52.5,6,15,40.0,2,4,50.0,2,21,23,12,11,4,3,9,-6
1452,PHI,PHI vs. CHA,11/10/2019,,W,24,53,22,43,51.2,4,14,28.6,5,6,83.3,6,19,25,15,12,5,3,10,-5
1453,CHA,CHA @ PHI,11/10/2019,,L,24,58,20,43,46.5,7,17,41.2,11,16,68.8,4,14,18,13,7,6,0,9,5
1454,BKN,BKN @ PHX,11/10/2019,,L,24,50,19,40,47.5,5,17,29.4,7,8,87.5,0,19,19,10,10,3,1,13,-18
1455,POR,POR vs. ATL,11/10/2019,,W,24,46,16,49,32.7,5,17,29.4,9,10,90.0,8,24,32,8,8,4,5,10,2
1456,CLE,CLE @ NYK,11/10/2019,,W,24,54,19,44,43.2,5,15,33.3,11,12,91.7,5,20,25,9,7,7,1,7,18
1457,PHX,PHX vs. BKN,11/10/2019,,W,24,68,26,50,52.0,10,22,45.5,6,7,85.7,2,20,22,17,4,4,1,8,18
1458,DEN,DEN @ MIN,11/10/2019,,W,24,49,21,53,39.6,5,15,33.3,2,5,40.0,5,20,25,14,7,4,2,12,-2
1459,TOR,TOR @ LAL,11/10/2019,,W,24,52,21,46,45.7,5,20,25.0,5,8,62.5,3,12,15,12,7,5,2,10,-8
1460,ATL,ATL @ POR,11/10/2019,,L,24,44,17,51,33.3,3,17,17.6,7,13,53.8,6,21,27,9,7,4,6,12,-2
1461,OKC,OKC vs. MIL,11/10/2019,,L,24,56,22,47,46.8,8,21,38.1,4,4,100.0,3,16,19,16,6,7,3,6,6
1462,OKC,OKC vs. GSW,11/09/2019,,W,24,60,25,45,55.6,9,18,50.0,1,3,33.3,5,19,24,19,7,2,2,7,17
1463,DAL,DAL @ MEM,11/09/2019,,W,24,68,24,46,52.2,9,23,39.1,11,13,84.6,3,18,21,14,6,4,2,11,6
1464,CHI,CHI vs. HOU,11/09/2019,,L,24,49,20,49,40.8,2,17,11.8,7,8,87.5,3,17,20,11,5,12,1,12,-1
1465,CHA,CHA vs. NOP,11/09/2019,,L,24,61,19,40,47.5,6,13,46.2,17,21,81.0,4,15,19,16,15,7,1,14,6
1466,BOS,BOS @ SAS,11/09/2019,,W,24,72,25,52,48.1,9,22,40.9,13,15,86.7,5,18,23,13,4,8,6,12,18
1467,MEM,MEM vs. DAL,11/09/2019,,L,24,62,23,46,50.0,6,18,33.3,10,14,71.4,6,15,21,13,7,5,3,12,-6
1468,SAS,SAS vs. BOS,11/09/2019,,L,24,54,16,44,36.4,7,13,53.8,15,17,88.2,7,20,27,12,9,1,4,11,-18
1469,HOU,HOU @ CHI,11/09/2019,,W,24,50,15,35,42.9,8,20,40.0,12,18,66.7,4,23,27,6,15,4,4,10,1
1470,NOP,NOP @ CHA,11/09/2019,,W,24,55,19,37,51.4,7,18,38.9,10,14,71.4,3,14,17,13,16,9,5,15,-6
1471,GSW,GSW @ OKC,11/09/2019,,L,24,43,16,40,40.0,2,11,18.2,9,9,100.0,3,15,18,8,8,3,2,6,-17
1472,MIN,MIN vs. GSW,11/08/2019,,W,24,60,25,47,53.2,4,12,33.3,6,10,60.0,11,15,26,10,13,4,6,14,-1
1473,CLE,CLE @ WAS,11/08/2019,,W,24,67,24,48,50.0,4,16,25.0,15,18,83.3,8,13,21,10,5,5,1,9,15
1474,DEN,DEN vs. PHI,11/08/2019,,W,24,42,16,40,40.0,1,7,14.3,9,13,69.2,3,18,21,11,6,3,7,8,-15
1475,ATL,ATL vs. SAC,11/08/2019,,L,24,47,21,48,43.8,2,14,14.3,3,6,50.0,7,11,18,12,5,3,3,5,-16
1476,GSW,GSW @ MIN,11/08/2019,,L,24,61,19,44,43.2,3,11,27.3,20,20,100.0,5,12,17,11,6,11,2,8,1
1477,MIL,MIL @ UTA,11/08/2019,,L,24,35,10,46,21.7,5,24,20.8,10,12,83.3,4,17,21,6,5,3,1,10,-20
1478,MIA,MIA @ LAL,11/08/2019,,L,24,46,15,40,37.5,3,17,17.6,13,15,86.7,2,15,17,10,6,5,1,5,-2
1479,LAL,LAL vs. MIA,11/08/2019,,W,24,48,21,48,43.8,4,19,21.1,2,2,100.0,6,20,26,16,9,2,3,13,2
1480,DAL,DAL vs. NYK,11/08/2019,,L,24,57,21,52,40.4,8,24,33.3,7,9,77.8,5,18,23,10,5,1,3,11,-4
1481,PHI,PHI @ DEN,11/08/2019,,L,24,57,22,47,46.8,9,12,75.0,4,6,66.7,7,20,27,17,7,4,3,11,15
1482,DET,DET @ IND,11/08/2019,,L,24,53,20,45,44.4,5,15,33.3,8,9,88.9,5,16,21,14,7,5,3,12,-4
1483,WAS,WAS vs. CLE,11/08/2019,,L,24,52,24,46,52.2,3,15,20.0,1,2,50.0,7,15,22,12,12,2,2,15,-15
1484,SAC,SAC @ ATL,11/08/2019,,W,24,63,26,41,63.4,7,14,50.0,4,4,100.0,3,15,18,16,5,2,6,8,16
1485,BKN,BKN @ POR,11/08/2019,,W,24,54,21,51,41.2,8,20,40.0,4,8,50.0,7,21,28,8,6,4,4,13,5
1486,NOP,NOP vs. TOR,11/08/2019,,L,24,53,21,56,37.5,4,21,19.0,7,8,87.5,10,20,30,10,9,6,2,10,-22
1487,UTA,UTA vs. MIL,11/08/2019,,W,24,55,18,42,42.9,9,19,47.4,10,12,83.3,7,29,36,8,12,3,1,13,20
1488,MEM,MEM @ ORL,11/08/2019,,L,24,48,19,40,47.5,5,10,50.0,5,6,83.3,0,19,19,13,12,2,5,11,-3
1489,NYK,NYK @ DAL,11/08/2019,,W,24,61,23,48,47.9,7,12,58.3,8,14,57.1,8,24,32,11,8,3,1,12,4
1490,IND,IND vs. DET,11/08/2019,,W,24,57,22,42,52.4,3,9,33.3,10,11,90.9,2,20,22,14,7,2,2,8,4
1491,POR,POR vs. BKN,11/08/2019,,L,24,49,16,46,34.8,5,14,35.7,12,13,92.3,6,18,24,6,7,2,2,9,-5
1492,TOR,TOR @ NOP,11/08/2019,,W,24,75,25,51,49.0,13,23,56.5,12,12,100.0,4,23,27,17,6,5,0,8,22
1493,ORL,ORL vs. MEM,11/08/2019,,W,24,51,18,46,39.1,1,12,8.3,14,16,87.5,6,19,25,6,7,6,6,7,3
1494,OKC,OKC @ SAS,11/07/2019,,L,24,57,21,42,50.0,6,12,50.0,9,14,64.3,3,15,18,15,6,2,1,8,1
1495,MIA,MIA @ PHX,11/07/2019,,W,24,64,23,43,53.5,7,14,50.0,11,12,91.7,3,17,20,13,7,3,1,15,7
1496,LAC,LAC vs. POR,11/07/2019,,W,24,47,18,47,38.3,1,11,9.1,10,14,71.4,8,23,31,11,8,5,7,5,7
1497,SAS,SAS vs. OKC,11/07/2019,,W,24,56,24,47,51.1,3,6,50.0,5,6,83.3,5,20,25,13,7,3,2,12,-1
1498,POR,POR @ LAC,11/07/2019,,L,24,40,16,50,32.0,6,19,31.6,2,4,50.0,9,19,28,6,9,2,2,13,-7
1499,PHX,PHX vs. MIA,11/07/2019,,L,24,57,20,44,45.5,5,17,29.4,12,14,85.7,7,14,21,7,7,1,2,11,-7
1500,BOS,BOS @ CHA,11/07/2019,,W,24,52,19,47,40.4,3,13,23.1,11,15,73.3,5,23,28,15,5,7,2,7,9
1501,CHA,CHA vs. BOS,11/07/2019,,L,24,43,18,47,38.3,4,17,23.5,3,5,60.0,5,23,28,10,11,4,6,13,-9
1502,LAC,LAC vs. MIL,11/06/2019,,L,24,59,22,48,45.8,6,16,37.5,9,11,81.8,5,20,25,11,10,2,2,10,-11
1503,WAS,WAS @ IND,11/06/2019,,L,24,62,21,44,47.7,8,21,38.1,12,12,100.0,5,17,22,15,11,1,1,12,-8
1504,MIN,MIN @ MEM,11/06/2019,,L,24,64,24,52,46.2,9,24,37.5,7,9,77.8,6,12,18,16,6,5,4,12,-8
1505,UTA,UTA vs. PHI,11/06/2019,,W,24,58,25,45,55.6,5,10,50.0,3,4,75.0,7,15,22,11,9,4,2,11,2
1506,PHI,PHI @ UTA,11/06/2019,,L,24,56,19,40,47.5,4,12,33.3,14,16,87.5,4,12,16,12,8,6,2,5,-2
1507,ATL,ATL vs. CHI,11/06/2019,,L,24,41,15,40,37.5,2,17,11.8,9,10,90.0,2,23,25,9,12,2,2,13,-15
1508,SAC,SAC @ TOR,11/06/2019,,L,24,58,20,46,43.5,11,23,47.8,7,9,77.8,7,11,18,10,8,4,3,13,-8
1509,MIL,MIL @ LAC,11/06/2019,,W,24,70,23,54,42.6,12,29,41.4,12,14,85.7,9,19,28,9,5,4,6,10,11
1510,HOU,HOU vs. GSW,11/06/2019,,W,24,63,24,48,50.0,10,21,47.6,5,9,55.6,6,20,26,11,6,2,4,7,11
1511,DAL,DAL vs. ORL,11/06/2019,,W,24,54,18,39,46.2,6,18,33.3,12,15,80.0,4,16,20,10,11,2,1,10,-2
1512,NYK,NYK @ DET,11/06/2019,,L,24,59,24,44,54.5,6,13,46.2,5,10,50.0,3,11,14,13,5,5,3,9,-5
1513,DET,DET vs. NYK,11/06/2019,,W,24,64,25,44,56.8,6,13,46.2,8,10,80.0,6,17,23,20,7,4,0,8,5
1514,CHI,CHI @ ATL,11/06/2019,,W,24,56,20,45,44.4,8,18,44.4,8,13,61.5,3,20,23,13,6,4,4,10,15
1515,IND,IND vs. WAS,11/06/2019,,W,24,70,26,50,52.0,8,18,44.4,10,14,71.4,5,15,20,21,4,7,1,12,8
1516,ORL,ORL @ DAL,11/06/2019,,L,24,56,22,46,47.8,1,12,8.3,11,14,78.6,9,17,26,13,8,8,4,13,2
1517,MEM,MEM vs. MIN,11/06/2019,,W,24,72,24,44,54.5,8,13,61.5,16,17,94.1,5,19,24,18,10,3,2,8,8
1518,GSW,GSW @ HOU,11/06/2019,,L,24,52,19,49,38.8,6,15,40.0,8,9,88.9,9,16,25,11,5,4,1,7,-11
1519,TOR,TOR vs. SAC,11/06/2019,,W,24,66,21,33,63.6,7,12,58.3,17,19,89.5,2,15,17,13,8,5,2,10,8
1520,CHA,CHA vs. IND,11/05/2019,,W,24,57,22,41,53.7,4,13,30.8,9,12,75.0,2,13,15,14,6,3,2,6,-7
1521,CHI,CHI vs. LAL,11/05/2019,,L,24,65,25,46,54.3,6,17,35.3,9,15,60.0,6,19,25,11,6,8,3,8,17
1522,IND,IND @ CHA,11/05/2019,,L,24,64,26,46,56.5,8,15,53.3,4,4,100.0,4,16,20,18,7,2,2,12,7
1523,MIA,MIA @ DEN,11/05/2019,,L,24,48,18,44,40.9,5,12,41.7,7,9,77.8,6,16,22,14,7,4,3,10,-10
1524,ATL,ATL vs. SAS,11/05/2019,,W,24,44,19,48,39.6,3,13,23.1,3,5,60.0,5,22,27,11,9,4,3,9,-1
1525,ORL,ORL @ OKC,11/05/2019,,L,24,53,19,43,44.2,2,9,22.2,13,15,86.7,12,14,26,7,9,4,4,11,-5
1526,DEN,DEN vs. MIA,11/05/2019,,W,24,58,24,44,54.5,5,9,55.6,5,8,62.5,4,18,22,18,8,4,1,10,10
1527,OKC,OKC vs. ORL,11/05/2019,,W,24,58,22,43,51.2,7,18,38.9,7,10,70.0,5,12,17,11,7,6,2,11,5
1528,CLE,CLE vs. BOS,11/05/2019,,L,24,52,19,48,39.6,5,18,27.8,9,11,81.8,6,19,25,7,5,1,4,9,-9
1529,BOS,BOS @ CLE,11/05/2019,,W,24,61,24,44,54.5,5,15,33.3,8,9,88.9,2,21,23,14,5,2,5,11,9
1530,SAS,SAS @ ATL,11/05/2019,,L,24,45,17,45,37.8,4,14,28.6,7,11,63.6,5,21,26,9,7,5,6,7,1
1531,LAL,LAL @ CHI,11/05/2019,,W,24,48,19,46,41.3,5,17,29.4,5,8,62.5,7,16,23,9,11,4,3,8,-17
1532,NOP,NOP @ BKN,11/04/2019,,L,24,50,20,50,40.0,3,17,17.6,7,10,70.0,5,16,21,7,10,7,2,7,-17
1533,BKN,BKN vs. NOP,11/04/2019,,W,24,67,27,47,57.4,8,18,44.4,5,8,62.5,5,22,27,16,13,7,3,8,17
1534,PHX,PHX vs. PHI,11/04/2019,,W,24,55,22,40,55.0,5,13,38.5,6,6,100.0,4,16,20,13,12,4,3,11,-6
1535,PHI,PHI @ PHX,11/04/2019,,L,24,61,25,50,50.0,7,16,43.8,4,7,57.1,7,13,20,11,8,8,0,8,6
1536,GSW,GSW vs. POR,11/04/2019,,W,24,60,22,38,57.9,7,15,46.7,9,11,81.8,0,13,13,16,5,1,2,11,-3
1537,WAS,WAS vs. DET,11/04/2019,,W,24,63,22,48,45.8,4,17,23.5,15,16,93.8,8,14,22,14,4,2,3,10,2
1538,DET,DET @ WAS,11/04/2019,,L,24,61,21,41,51.2,9,15,60.0,10,12,83.3,3,16,19,16,7,2,4,12,-2
